Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
FKWL,FRANKLIN WIRELESS CORP,OTCQB,2.600000,24.965600,350,Common Stock,USA,California
FCIC,FCCC INC,OTCQB,0.140000,2.929200,0,Common Stock,USA,Indiana
FBTT,FIRST BANKERS TRUSTSHARES,OTCQB,33.500000,81.192500,1250,Common Stock,USA,Illinois
FMCC,FREDDIE MAC,OTCQB,2.920000,112.195700,2731157,Common Stock,USA,Virginia
FMCCG,FREDDIE MAC VAR RTE PFD,OTCQB,21.100000,340.733800,2551,Preferred Stock,USA,Virginia
FMCCH,FREDDIE MAC 5.1% PFD,OTCQB,22.500000,322.681200,8,Preferred Stock,USA,Virginia
FMCCI,FREDDIE MAC V/R PFD,OTCQB,21.500000,153.188200,400,Preferred Stock,USA,Virginia
FMCCJ,FREDDIE MAC VAR RT PFD,OTCQB,21.500000,393.061800,0,Preferred Stock,USA,Virginia
FMCCK,FREDDIE MAC 5.79 PFD,OTCQB,22.720000,279.608000,30,Preferred Stock,USA,Virginia
FMCCL,FREDDIE MAC V/RTE NON PFD,OTCQB,21.250000,22.937500,900,Preferred Stock,USA,Virginia
FMCCM,FREDDIE MAC 4.817 PFD,OTCQB,21.250000,227.630900,3150,Preferred Stock,USA,Virginia
FMCCN,FREDDIE MAC 4.5 PR,OTCQB,21.250000,536.879600,11670,Preferred Stock,USA,Virginia
FMCCO,FREDDIE MAC 5.81 MKT PUB,OTCQB,21.950000,80.872700,2800,Preferred Stock,USA,Virginia
FMCCP,FREDDIE MAC 6% PFD,OTCQB,22.200000,268.213900,700,Preferred Stock,USA,Virginia
FMCCS,FREDDIE MAC VAR RATE PFD,OTCQB,21.500000,512.171500,400,Preferred Stock,USA,Virginia
FMCCT,FREDDIE MAC 6.42% PFD,OTCQB,22.200000,440.956000,800,Preferred Stock,USA,Virginia
FMCKI,FREDDIE MAC 6.55 PR,OTCQB,11.730000,82.147200,20500,Preferred Stock,USA,Virginia
FMCKJ,FREDDIE MAC 8.375 PFD,OTCQB,12.970000,141.537000,663760,Preferred Stock,USA,Virginia
FMCKK,FREDDIE MAC 5% PFD,OTCQB,23.000000,28.782800,85,Preferred Stock,USA,Virginia
FMCKL,FREDDIE MAC 6.02 % PFD,OTCQB,11.770000,85.071200,94006,Preferred Stock,USA,Virginia
FMCKM,FREDDIE MAC PERP PFD5.57,OTCQB,11.550000,121.884500,266817,Preferred Stock,USA,Virginia
FMCKN,FREDDIE MAC 5.66 PFD,OTCQB,11.600000,27.140200,23000,Preferred Stock,USA,Virginia
FMCKO,FREDDIE MAC PFD,OTCQB,11.750000,593.114200,7932,Preferred Stock,USA,Virginia
FMCKP,FREDDIE MAC 5.70 PFD,OTCQB,22.100000,771.402300,100,Preferred Stock,USA,Virginia
FREGP,FREDDIE MAC 5.81 PFD,OTCQB,22.000000,115.681200,100,Preferred Stock,USA,Virginia
FREJN,FREDDIE MAC  5.81PR,OTCQB,21.880000,878.856900,0,Preferred Stock,USA,Virginia
FREJO,FREDDIE MAC  5.1%PR,OTCQB,22.250000,761.319300,130,Preferred Stock,USA,Virginia
FREJP,FREDDIE MAC 5.30 PFD,OTCQB,21.500000,365.144800,400,Preferred Stock,USA,Virginia
FMBL,FRMRS&MER BK LONG BCH CAL,OTCQB,8000.000000,172.052200,11,Common Stock,USA,California
EACO,EACO CORP,OTCQB,16.600000,0.056400,0,Common Stock,USA,California
FPPP,FIELDPOINT PETROLEUM CORP,OTCQB,0.070000,265.880100,0,Common Stock,USA,Texas
GOVXD,GEOVAX LABS INC NEW,OTCQB,1.650000,188.958400,1539,Common Stock,USA,Georgia
ACFN,ACORN ENERGY INC,OTCQB,0.275000,215.091500,67844,Common Stock,USA,Delaware
CTDH,CTD HOLDINGS INC,OTCQB,0.790000,239.734500,17800,Common Stock,USA,Florida
EQUR,E- QURE CORP,OTCQB,0.100000,24.261300,0,Common Stock,USA,New York
RSPI,RESPIRERX PHARMA INC,OTCQB,0.850000,349.226300,0,Common Stock,USA,New Jersey
BERK,BERKSHIRE BANCORP INC,OTCQB,13.100000,17.632700,150,Common Stock,USA,New York
BSPK,BESPOKE EXTRACTS INC,OTCQB,0.048650,52.687900,5099,Common Stock,USA,Florida
CPKF,CHESAPEAKE FINCL SHS INC,OTCQB,26.010000,61.359200,0,Common Stock,USA,Virginia
CHKDG,CHESAPEAKE ENRGY PFD CONV,OTCQB,49.000000,101.792100,900,Preferred Stock,USA,Oklahoma
CHKDH,CHESPEAKE ENGY 5%PFD 144A,OTCQB,84.875000,0.000000,0,Preferred Stock,USA,Oklahoma
CHKDJ,CHESAPEAKE ENGY 53/4 PFD,OTCQB,875.000000,0.000000,0,Preferred Stock,USA,Oklahoma
CHKDP,CHESAPEAKE ENERGY PFD5.75,OTCQB,520.000000,22.124600,0,Preferred Stock,USA,Oklahoma
CHKVP,CHESAPEAKE ENGY 5.75A PFD,OTCQB,525.000000,1.103900,0,Preferred Stock,USA,Oklahoma
CHKVZ,CHESAPEAKE ENERGY 5.75,OTCQB,448.750000,0.000000,0,Preferred Stock,USA,Oklahoma
CHKWZ,CHESAPEAKE ENGY 5.75 144A,OTCQB,0.000000,,0,Preferred Stock,USA,Oklahoma
CKRGZ,CHESAPEAKE ENG 5.75% 144A,OTCQB,1395.330000,,0,Preferred Stock,USA,Oklahoma
GLGI,GREYSTONE LOGISTICS INC,OTCQB,0.595000,109.169900,17900,Common Stock,USA,Oklahoma
BUKS,BUTLER NATL CORP,OTCQB,0.390000,51.398300,11989,Common Stock,USA,Kansas
AGHC,AEON GLOBAL HEALTH CORP,OTCQB,0.157000,171.591700,7621,Common Stock,USA,Georgia
PWCO,PWRCOR INC,OTCQB,0.083400,203.147100,162653,Common Stock,USA,New York
BNET,BION ENVIR TECHS INC,OTCQB,0.700000,45.661700,1300,Common Stock,USA,Colorado
OHGI,ONE HORIZON GROUP INC,OTCQB,0.042000,61.132800,282543,Common Stock,USA,Florida
MAMP,MEDAMERICA PROPERTIES INC,OTCQB,2.000000,147.019900,0,Common Stock,USA,Florida
AMNL,APPLIED MINERALS INC,OTCQB,0.039000,31.528900,300,Common Stock,USA,New York
ARTNB,ARTESIAN RES CORP B,OTCQB,35.350000,47.908700,0,Common Stock,USA,Delaware
ANDR,ANDREA ELECTRONICS CORP,OTCQB,0.045000,42.138900,5403,Common Stock,USA,New York
AEGG,AMER ENERGY GROUP LTD,OTCQB,0.047500,0.884000,0,Common Stock,USA,Connecticut
IVFH,INNOVATIVE FOOD HLDGS INC,OTCQB,0.535000,129.555200,81330,Common Stock,USA,Florida
RGRX,REGENERX BIOPHARMS INC,OTCQB,0.200000,79.143700,1500,Common Stock,USA,Maryland
RCRT,RECRUITER.COM GROUP INC,OTCQB,0.100000,451.620200,339726,Common Stock,USA,Texas
ADMT,ADM TRONICS UNLTD INC,OTCQB,0.140000,168.554000,10500,Common Stock,USA,New Jersey
EMPR,EMPIRE PETROLEUM CORP,OTCQB,0.220000,110.783700,51293,Common Stock,USA,Oklahoma
WINT,WINDTREE THERAPEUTICS INC,OTCQB,4.280000,33.912400,1,Common Stock,USA,Pennsylvania
ATEA,ASTEA INTL INC,OTCQB,6.150000,9.027200,0,Common Stock,USA,Pennsylvania
ALPE,ALPHA-EN CORP,OTCQB,0.250000,185.914800,0,Common Stock,USA,New York
CCUR,CCUR HOLDINGS INC,OTCQB,3.620000,130.272800,995,Common Stock,USA,Georgia
CCTC,CLEAN COAL TECHS INC,OTCQB,0.077100,65.530500,377035,Common Stock,USA,New York
HLAN,HEARTLAND BANC CORP,OTCQB,80.000000,342.760800,200,Common Stock,USA,Ohio
QMCI,QUOTEMEDIA INC,OTCQB,0.170000,51.033200,0,Common Stock,USA,Arizona
AMMJ,AMERICAN CANNABIS CO,OTCQB,0.348000,111.628400,101481,Common Stock,USA,Colorado
NIDB,NORTHEAST INDIANA BNCRP,OTCQB,37.150000,22.800900,0,Common Stock,USA,Indiana
ALYE,ALY ENERGY SERVICES INC,OTCQB,2.000000,694.749000,0,Common Stock,USA,Texas
AERG,APPLIED ENERGETICS INC,OTCQB,0.380000,92.324000,189982,Common Stock,USA,Arizona
AERGP,APPLIED ENERGETIC PFD A,OTCQB,0.000000,0.000000,0,Preferred Stock,USA,Arizona
INBP,INTEGRATED BIOPHARMA INC,OTCQB,0.170300,548.098500,25000,Common Stock,USA,New Jersey
ACCA,ACACIA DIVERSIFIED HLDGS,OTCQB,0.039000,282.217700,335270,Common Stock,USA,Florida
PWVI,POWERVERDE INC,OTCQB,0.082000,9.012300,1500,Common Stock,USA,Florida
GLAE,GLASSBRIDGE ENTERPRISES,OTCQB,0.400000,284.207000,1033,Common Stock,USA,New York
ASNB,ADVANSOURCE BIOMATERIALS,OTCQB,0.092500,79.848500,0,Common Stock,USA,Massachusetts
DYNR,DYNARESOURCE INC,OTCQB,0.900000,178.229900,0,Common Stock,USA,Texas
WNDMD,SANARA MEDTECH INC,OTCQB,3.890000,900.000000,3,Common Stock,USA,Texas
MGTI,MGT CAPITAL INVTS INC,OTCQB,0.051900,175.393100,5799688,Common Stock,USA,North Carolina
TVTV,WHEREVERTV BROADCASTING,OTCQB,0.032800,58.329700,0,Common Stock,USA,Florida
PURE,PURE BIOSCIENCE,OTCQB,0.485000,46.326800,8702,Common Stock,USA,California
JFBC,JEFFERSONVILLE BANCORP,OTCQB,16.750000,16.698900,0,Common Stock,USA,New York
PFTI,PURADYN FILTER TECHS INC,OTCQB,0.025000,288.503700,7300,Common Stock,USA,Florida
AMTY,AMERITYRE CORP,OTCQB,0.029000,63.989000,20000,Common Stock,USA,Nevada
PBIO,PRESSURE BIOSCIENCES,OTCQB,3.060000,37.858300,2412,Common Stock,USA,Massachusetts
SBSAA,SPANISH BRDCSTNG SYS A,OTCQB,0.290000,125.670500,4560,Common Stock,USA,Florida
BCDA,BIOCARDIA INC,OTCQB,1.050000,99.250100,14845,Common Stock,USA,California
GNBT,GENEREX BIOTECHNOLOGY,OTCQB,1.049900,25.531600,13033,Common Stock,USA,Florida
CLOK,CIPHERLOC CORP,OTCQB,1.010000,72.017200,15576,Common Stock,USA,Texas
CNCG,CONCIERGE TECHS INC,OTCQB,1.100000,255.364600,2205,Common Stock,USA,California
IRNC,IRONCLAD ENCRYPTION CORP,OTCQB,0.010700,139.543600,9322192,Common Stock,USA,Texas
PTIX,PROTAGENIC THERA INC,OTCQB,1.500000,425.104100,701,Common Stock,USA,New York
FNMA,FANNIE MAE,OTCQB,3.060000,108.201700,8145789,Common Stock,USA,Washington DC
FNMAG,FANNIE MAE M/A5.375 PR I,OTCQB,22.250000,259.139700,200,Preferred Stock,USA,Washington DC
FNMAH,FANNIE MAE MTG ASSN P PFD,OTCQB,11.700000,136.851300,83335,Preferred Stock,USA,Washington DC
FNMAI,FANNIE MAE MTG/A PFD Q,OTCQB,11.910000,17.452400,3050,Preferred Stock,USA,Washington DC
FNMAJ,FANNIE MAE M/A7.625PR R,OTCQB,12.050000,137.170800,19528,Preferred Stock,USA,Washington DC
FNMAK,FANNIE MAE N PFD,OTCQB,22.240000,125.472500,100,Preferred Stock,USA,Washington DC
FNMAL,FANNIE MAE M/A 4.75 M,OTCQB,22.160000,368.181900,8137,Preferred Stock,USA,Washington DC
FNMAM,FANNIE MAE 5.81 PFD H,OTCQB,22.500000,481.905200,1345,Preferred Stock,USA,Washington DC
FNMAN,FANNIE MAE M/A 5.125 L,OTCQB,22.150000,24.672700,2496,Preferred Stock,USA,Washington DC
FNMAO,FANNIE MAE VAR RTE G PFD,OTCQB,22.000000,384.274900,607,Preferred Stock,USA,Washington DC
FNMAP,FANNIE MAE VAR RTE F PFD,OTCQB,21.500000,257.120800,425,Preferred Stock,USA,Washington DC
FNMAS,FANNIE MAE M/A 8.25 PR S,OTCQB,13.060000,109.069800,837195,Preferred Stock,USA,Washington DC
FNMAT,FANNIE MAE 8.235% PFD T,OTCQB,12.210000,78.106600,159292,Preferred Stock,USA,Washington DC
FNMFM,FED NAT MTGE ASSN E PFD,OTCQB,22.290000,380.501700,1362,Preferred Stock,USA,Washington DC
FNMFN,FED NAT MTGE ASSN O PFD,OTCQB,22.500000,51.034300,3500,Preferred Stock,USA,Washington DC
FNMFO,FED NAT MTG ASSN PFD,OTCQB,42250.000000,218.626600,10,Preferred Stock,USA,Washington DC
JSDA,JONES SODA CO,OTCQB,0.497900,88.126200,204191,Common Stock,USA,Washington
GSPH,GEOSPATIAL CORPORATION,OTCQB,0.020000,119.552600,3000,Common Stock,USA,Pennsylvania
INIS,INTL ISOTOPES INC,OTCQB,0.059000,28.698800,0,Common Stock,USA,Idaho
SYEV,SEYCHELLE ENVRNMNTL TECH,OTCQB,0.082500,107.107200,0,Common Stock,USA,California
POWW,AMMO INC,OTCQB,2.200000,168.720200,10118,Common Stock,USA,Arizona
NWYF,NORTHWAY FINCL INC,OTCQB,29.600000,226.916200,0,Common Stock,USA,New Hampshire
MHTX,MANHATTAN SCIENTIFICS INC,OTCQB,0.012500,75.628600,20100,Common Stock,USA,New York
HPPI,HEDGEPATH PHARMS INC,OTCQB,0.080000,81.354300,55255,Common Stock,USA,Florida
FSNR,FREESTONE RESOURCES INC,OTCQB,0.030000,125.203900,0,Common Stock,USA,Texas
NANX,NANOPHASE TECHS CORP,OTCQB,0.523500,123.108500,160,Common Stock,USA,Illinois
LWLG,LIGHTWAVE LOGIC INC,OTCQB,0.850000,70.579400,55310,Common Stock,USA,Colorado
BRTX,BIORESTORATIVE THERAPIES,OTCQB,0.425000,141.658400,141613,Common Stock,USA,New York
DTGI,DIGERATI TECHS INC,OTCQB,0.217300,40.697800,44150,Common Stock,USA,Texas
BEGI,BLACKSTAR ENTERPRISE GRP,OTCQB,0.250000,228.751700,0,Common Stock,USA,Colorado
UNTN,UNITED TENNESSEE BNKSHS,OTCQB,21.800000,0.000000,0,Common Stock,USA,Tennessee
RASF,RAIT FINCL TRUST SBI,OTCQB,0.790000,87.926300,44,Common Stock,USA,Pennsylvania
RASFN,RAIT FINCL TR 8.875% C PR,OTCQB,1.050000,26.445000,0,Preferred Stock,USA,Pennsylvania
RASFO,RAIT FINCL TR PFD B,OTCQB,1.000000,37.746300,0,Preferred Stock,USA,Pennsylvania
RASFP,RAIT FINCL TR 7.75% A PFD,OTCQB,0.900000,30.496400,610,Preferred Stock,USA,Pennsylvania
RFTA,RAIT FINCL TRUST 7.125%,OTCQB,21.960000,127.405600,1850,Other Security Type,USA,Pennsylvania
RFTT,RAIT FINCL TRUST 7.625%,OTCQB,16.810000,212.741900,5500,Other Security Type,USA,Pennsylvania
ATMS,ARTEMIS THERAPEUTICS INC,OTCQB,0.300000,285.699800,14,Common Stock,USA,New York
PNTV,PLAYERS NETWORK INC,OTCQB,0.021500,46.391100,246776,Common Stock,USA,Nevada
CAPC,CAPSTONE COMPANIES INC,OTCQB,0.172500,206.202700,2000,Common Stock,USA,Florida
PTEO,PROTEO INC,OTCQB,0.068000,63.920900,2500,Common Stock,USA,California
VKIN,VIKING ENERGY GROUP INC,OTCQB,0.200000,132.488100,85550,Common Stock,USA,Texas
IOTC,IOTA COMMUNICATIONS INC,OTCQB,0.590000,77.748000,53077,Common Stock,USA,Pennsylvania
LOGQ,LOGICQUEST TECHNOLOGY INC,OTCQB,0.305400,12.641700,0,Common Stock,USA,New Jersey
BEBE,BEBE STORES INC,OTCQB,5.900000,19.110700,1223,Common Stock,USA,California
WDDD,WORLDS INC,OTCQB,0.242000,40.252300,73677,Common Stock,USA,Massachusetts
ELTP,ELITE PHARMS INC,OTCQB,0.083140,69.358600,308300,Common Stock,USA,New Jersey
PLDGP,PROLOGIS PFD Q,OTCQB,68.450000,80.794600,100,Preferred Stock,USA,California
SYTE,ENTERPRISE DIVERSIFIED,OTCQB,6.690000,46.872500,3000,Common Stock,USA,Virginia
PGTK,PACIFIC GREEN TECHS,OTCQB,3.962500,52.938000,0,Common Stock,USA,California
GKIT,GREENKRAFT INC,OTCQB,0.026400,1.693600,0,Common Stock,USA,California
INVU,INVESTVIEW INC,OTCQB,0.016100,315.710600,1989785,Common Stock,USA,Utah
NUBK,KINDERHOOK BANK CORP,OTCQB,61.600000,51.985000,0,Common Stock,USA,New York
QSEP,QS ENERGY INC,OTCQB,0.280000,74.004700,87362,Common Stock,USA,Texas
SPIN,SPINE INJURY SOLUTIONS,OTCQB,0.029860,86.654300,0,Common Stock,USA,Texas
KAYS,KAYA HOLDINGS INC,OTCQB,0.061400,103.409500,177249,Common Stock,USA,Florida
SKVI,SKINVISIBLE INC,OTCQB,0.270000,29.936700,0,Common Stock,USA,Nevada
NEIK,NORTHSTAR ELECTRONICS INC,OTCQB,0.006700,51.867200,0,Common Stock,USA,Virginia
CTDT,CENTAURUS DIAMOND TECHS,OTCQB,0.150000,47.156300,1000,Common Stock,USA,Nevada
HOFD,HOMEFED CORP,OTCQB,36.500000,135.942800,4500,Common Stock,USA,California
MDXL,MEDIXALL GROUP INC,OTCQB,2.000000,110.332100,300,Common Stock,USA,Florida
VPLM,VOIP PAL.COM INC,OTCQB,0.019200,51.949700,1397209,Common Stock,USA,Washington
BAYK,BAY BANKS OF VIRGINIA INC,OTCQB,8.020000,30.975900,400,Common Stock,USA,Virginia
SWKH,SWK HOLDINGS CORP,OTCQB,9.760000,115.540300,0,Common Stock,USA,Texas
ATGN,ALTIGEN COMMUNS INC,OTCQB,1.290000,82.813100,149952,Common Stock,USA,California
FOSI,FRONTIER OILFIELD SVC INC,OTCQB,0.400000,2.959100,15,Common Stock,USA,Louisiana
FLUX,FLUX POWER HOLDINGS INC,OTCQB,1.000000,291.320100,2900,Common Stock,USA,California
NBGV,NEWBRIDGE GLOBAL VENTURES,OTCQB,0.570000,63.739900,2191,Common Stock,USA,California
TKOI,TELKONET INC,OTCQB,0.135000,102.051000,17500,Common Stock,USA,Wisconsin
ZIVO,ZIVO BIOSCIENCE INC,OTCQB,0.100000,140.141400,226000,Common Stock,USA,Michigan
IWSY,IMAGEWARE SYS INC,OTCQB,1.100000,68.479200,43870,Common Stock,USA,California
DTRM,DETERMINE INC,OTCQB,0.160000,9.380700,49003,Common Stock,USA,Washington DC
CLWD,CLOUDCOMMERCE INC,OTCQB,0.010300,65.038900,900,Common Stock,USA,Texas
LIVC,LIVE CURRENT MEDIA INC,OTCQB,0.070000,77.391200,300,Common Stock,USA,Nevada
FNRN,FIRST NTHN COMMUNTY BNCRP,OTCQB,11.760000,54.381800,439,Common Stock,USA,California
RMHB,ROCKY MTN HIGH BRAND INC,OTCQB,0.069620,306.515200,870137,Common Stock,USA,Texas
TVMD,24/7 KID DOC INC,OTCQB,0.250000,255.265200,76924,Common Stock,USA,Florida
MMND,MASTERMIND INC,OTCQB,1.580000,155.559400,300,Common Stock,USA,Georgia
UNIR,UNIROYAL GBL ENG PRODUCTS,OTCQB,1.100000,65.367900,0,Common Stock,USA,Florida
PFHO,PACIFIC HLTH CRE ORGZ,OTCQB,5.500000,0.000000,0,Common Stock,USA,California
TBTC,TABLE TRAC INC,OTCQB,2.700000,48.251200,0,Common Stock,USA,Minnesota
PFLC,PACIFIC FINCL CORP,OTCQB,11.250000,88.782900,16300,Common Stock,USA,Washington
DCTH,DELCATH SYSTEMS INC,OTCQB,0.128270,31.228000,44515,Common Stock,USA,New York
PGOL,PATRIOT GOLD CORP,OTCQB,0.055000,181.575100,32070,Common Stock,USA,Nevada
VRME,"VERIFYME, INC.",OTCQB,0.220000,51.682700,25745,Common Stock,USA,New York
BABB,BAB INC,OTCQB,0.819900,111.058600,100,Common Stock,USA,Illinois
AFTM,AFTERMASTER INC,OTCQB,0.040000,72.212000,8546,Common Stock,USA,California
FALC,FALCONSTOR SOFTWARE INC,OTCQB,0.075000,143.503500,25165,Common Stock,USA,Texas
GLXZ,GALAXY GAMING INC,OTCQB,1.840000,70.568700,25467,Common Stock,USA,Nevada
GAXY,GALAXY NEXT GENERATION,OTCQB,1.980000,37.845500,3300,Common Stock,USA,Georgia
PKTX,PROTOKINETIX INC,OTCQB,0.110000,129.189300,23000,Common Stock,USA,Ohio
NWBO,NORTHWEST BIOTHRPUTCS INC,OTCQB,0.322000,94.726100,1968203,Common Stock,USA,Maryland
KWBT,KIWA BIO-TECH PRODS GRP,OTCQB,0.720000,7.924900,154,Common Stock,USA,California
TPTW,TPT GLOBAL TECH INC,OTCQB,0.090000,172.368900,129552,Common Stock,USA,California
INLX,INTELLINETICS INC,OTCQB,0.121000,87.861400,0,Common Stock,USA,Ohio
ICTV,ICTV BRANDS INC,OTCQB,0.024100,10.143100,61829,Common Stock,USA,Pennsylvania
LQMT,LIQUIDMETAL TECHS INC,OTCQB,0.108000,211.314400,5581668,Common Stock,USA,California
FBPA,FRMRS BK APPOMATTO,OTCQB,28.000000,245.114100,0,Common Stock,USA,Virginia
TAUG,TAURIGA SCIENCES INC,OTCQB,0.073000,50.526200,70253,Common Stock,USA,New York
GRRBP,GRANDSOUTH BANCORP A PFD,OTCQB,12.500000,0.000000,0,Preferred Stock,USA,South Carolina
PMCB,PHARMACYTE BIOTECH INC,OTCQB,0.039500,117.052300,2226093,Common Stock,USA,California
SENR,STRATEGIC ENVIR&ENGY RES,OTCQB,0.110000,32.815500,8400,Common Stock,USA,Colorado
MEEC,MIDWEST ENERGY EMISSION,OTCQB,0.280000,43.755500,0,Common Stock,USA,Ohio
IVDN,INNOVATIVE DESIGNS INC,OTCQB,0.086700,23.737100,0,Common Stock,USA,Pennsylvania
GBLX,GB SCIENCES INC,OTCQB,0.147300,56.299300,514297,Common Stock,USA,Nevada
JMDA,JERRICK MEDIA HOLDINGS,OTCQB,0.135000,91.899500,12100,Common Stock,USA,New Jersey
REEMF,RARE ELEMENT RES LTD,OTCQB,0.235000,195.909200,307883,Foreign Ordinary Shares,USA,Colorado
CIBH,CIB MARINE BANCSHARES INC,OTCQB,1.450000,32.228400,2600,Common Stock,USA,Wisconsin
CRVW,CAREVIEW COMMUNS INC,OTCQB,0.015000,79.110300,20000,Common Stock,USA,Texas
KBPH,KYTO TECH & LIFE SCIENCE,OTCQB,2.350000,0.000000,0,Common Stock,USA,California
ABCE,ABCO ENERGY INC,OTCQB,0.007800,74.342400,625000,Common Stock,USA,Arizona
BMNM,BIMINI CAPITAL MGMT INC A,OTCQB,1.610000,90.277300,0,Common Stock,USA,Florida
NEPH,NEPHROS INC,OTCQB,0.560000,43.550400,44520,Common Stock,USA,New Jersey
GBPT,GLOBE PHOTOS INC,OTCQB,0.310000,292.747400,200,Common Stock,USA,Nevada
ABVCD,AMERICAN BRIVISION NEW,OTCQB,20.000000,900.000000,100,Common Stock,USA,California
DTRC,DAKOTA TERRITORY RES CORP,OTCQB,0.038000,51.313500,21220,Common Stock,USA,Nevada
TEAR,TEARLAB CORP,OTCQB,0.080400,196.991800,65694,Common Stock,USA,California
NUGS,CANNABIS STRATEG VNTRE,OTCQB,1.040000,27.745900,34797,Common Stock,USA,California
MOST,MOBILESMITH  INC,OTCQB,1.775000,138.831000,0,Common Stock,USA,North Carolina
MNBO,MNB HOLDINGS CORP,OTCQB,57.000000,0.000000,0,Common Stock,USA,California
MOBQ,MOBIQUITY TECHS INC,OTCQB,0.150000,49.159300,179208,Common Stock,USA,New York
WDLF,SOCIAL LIFE NETWORK INC,OTCQB,0.139500,198.564800,25000,Common Stock,USA,Colorado
NVOS,NOVO INTEGRATED SCIENCES,OTCQB,1.390000,146.213500,2600,Common Stock,USA,Washington
TSSI,TSS INC,OTCQB,0.849000,86.091100,39595,Common Stock,USA,Texas
QPWR,Q2EARTH INC,OTCQB,0.023000,77.330100,19500,Common Stock,USA,Florida
CYDY,CYTODYN INC,OTCQB,0.405000,128.498900,303013,Common Stock,USA,Washington
DLYT,DAIS CORPORATION,OTCQB,0.004500,209.340000,1530500,Common Stock,USA,Florida
SFOR,STRIKEFORCE TECH INC,OTCQB,0.003900,41.248600,5331141,Common Stock,USA,New Jersey
LFGP,LEDYARD FINCL GROUP INC,OTCQB,20.560000,148.681300,0,Common Stock,USA,New Hampshire
KNWN,KNOW LABS INC,OTCQB,1.500000,25.126400,3563,Common Stock,USA,Washington
SMME,SMARTMETRIC INC,OTCQB,0.069900,80.379300,21,Common Stock,USA,Nevada
GFTX,GLOBAL FIBER TECHS INC,OTCQB,0.154000,28.778600,0,Common Stock,USA,New Jersey
PEER,PEERSTREAM INC,OTCQB,3.100000,47.481200,0,Common Stock,USA,New York
SDEV,SECURITY DEVICES INTL INC,OTCQB,0.151000,183.781000,700,Common Stock,USA,Massachusetts
ESOA,ENERGY SVCS AMERICA CRP,OTCQB,0.949900,113.477300,0,Common Stock,USA,West Virginia
GSPE,GULFSLOPE ENERGY INC,OTCQB,0.033000,225.815800,1419118,Common Stock,USA,Texas
CPWR,OCEAN THERMAL ENERGY CORP,OTCQB,0.040000,129.558400,150650,Common Stock,USA,Pennsylvania
WFCF,WHERE FOOD COMES FROM INC,OTCQB,1.790000,140.000100,3520,Common Stock,USA,Colorado
HQDA,HQDA ELDERLY LIFE NTWK,OTCQB,3.950000,76.303500,100,Common Stock,USA,California
AHNR,ATHENA SILVER CORP,OTCQB,0.018680,25.423800,0,Common Stock,USA,California
PBSV,PHARM-BIO SERV INC,OTCQB,1.040000,22.698200,0,Common Stock,USA,Puerto Rico
WCRS,WESTERN CAPITAL RES,OTCQB,4.000000,375.391900,1000,Common Stock,USA,Nebraska
AERO,AEROGROW INTL INC,OTCQB,1.190000,74.607200,2505,Common Stock,USA,Colorado
PBNK,PINNACLE BANK (CA),OTCQB,11.800000,30.399000,2110,Common Stock,USA,California
IPIX,INNOVATION PHARMACEUTICAL,OTCQB,0.275250,242.661300,670784,Common Stock,USA,Massachusetts
ROYE,ROYAL ENERGY RES INC,OTCQB,2.500000,109.364500,0,Common Stock,USA,South Carolina
BSRC,BIOSOLAR INC,OTCQB,0.020000,66.758700,1985637,Common Stock,USA,California
GTXO,GTX CORP,OTCQB,0.011000,143.549100,805536,Common Stock,USA,California
PRLX,PARALLAX HEALTH SCI INC,OTCQB,0.063000,126.999300,0,Common Stock,USA,California
BYOC,BEYOND COMMERCE INC,OTCQB,0.006500,185.930200,4477985,Common Stock,USA,Nevada
CVAT,CAVITATION TECHS INC,OTCQB,0.024500,121.224100,10000,Common Stock,USA,California
SURG,SURGE HOLDINGS INC,OTCQB,0.570000,85.398800,10679,Common Stock,USA,Tennessee
CNBX,CANNIBICS PHARMACEUTICALS,OTCQB,0.313950,56.121900,29771,Common Stock,USA,Maryland
GLNS,GOLDEN STAR RES CORP,OTCQB,0.900000,0.000000,0,Common Stock,USA,Nevada
TAPM,TAPINATOR INC,OTCQB,0.045000,64.539000,58660,Common Stock,USA,New York
HLIX,HELIX TCS INC,OTCQB,1.540000,57.633700,24686,Common Stock,USA,Colorado
ABMT,ADVANCED BIOMEDICAL TECHS,OTCQB,0.121000,34.539500,0,Common Stock,USA,New York
IGEN,IGEN NETWORKS CORP,OTCQB,0.036200,194.655800,5000,Common Stock,USA,California
LUVU,LUVU BRANDS INC,OTCQB,0.022000,114.453200,0,Common Stock,USA,Georgia
SRGZ,STAR GOLD CORP,OTCQB,0.020000,222.490000,10000,Common Stock,USA,Idaho
TURV,TWO RIVERS WTR & FARMING,OTCQB,0.510000,103.273700,216022,Common Stock,USA,Colorado
LIXT,LIXTE BIOTECHNOLOGY INC,OTCQB,1.110000,92.316900,1850,Common Stock,USA,New York
OMTK,OMNITEK ENGINEERING CORP,OTCQB,0.060000,138.874300,2000,Common Stock,USA,California
OPXS,OPTEX SYSTEMS HLDGS INC,OTCQB,2.200000,182.710900,17197,Common Stock,USA,Texas
OPXXW,OPTEX SYSTEMS HLDGS WTS,OTCQB,0.810000,50.771200,37920,Warrants,USA,Texas
